,description,category
"('screen8_wknd_y', 'baseline_year_1_arm_1')_4.0","On a typical weekend day, how many hours do you: Watch videos (such as YouTube)?",Deep Phenotyping Assessments
"('screen9_wknd_y', '1_year_follow_up_y_arm_1')_0.0","On a typical weekend day, how many hours do you: Play video games on a computer, console, phone or other device (Xbox, Play Station, iPad)?",Deep Phenotyping Assessments
"('screen9_wknd_y', '1_year_follow_up_y_arm_1')_0.25","On a typical weekend day, how many hours do you: Play video games on a computer, console, phone or other device (Xbox, Play Station, iPad)?",Deep Phenotyping Assessments
"('screen9_wknd_y', '1_year_follow_up_y_arm_1')_0.5","On a typical weekend day, how many hours do you: Play video games on a computer, console, phone or other device (Xbox, Play Station, iPad)?",Deep Phenotyping Assessments
"('screen9_wknd_y', '1_year_follow_up_y_arm_1')_1.0","On a typical weekend day, how many hours do you: Play video games on a computer, console, phone or other device (Xbox, Play Station, iPad)?",Deep Phenotyping Assessments
"('screen9_wknd_y', '1_year_follow_up_y_arm_1')_2.0","On a typical weekend day, how many hours do you: Play video games on a computer, console, phone or other device (Xbox, Play Station, iPad)?",Deep Phenotyping Assessments
"('screen9_wknd_y', '1_year_follow_up_y_arm_1')_3.0","On a typical weekend day, how many hours do you: Play video games on a computer, console, phone or other device (Xbox, Play Station, iPad)?",Deep Phenotyping Assessments
"('screen9_wknd_y', '1_year_follow_up_y_arm_1')_4.0","On a typical weekend day, how many hours do you: Play video games on a computer, console, phone or other device (Xbox, Play Station, iPad)?",Deep Phenotyping Assessments
"('screen9_wknd_y', 'baseline_year_1_arm_1')_0.0","On a typical weekend day, how many hours do you: Play video games on a computer, console, phone or other device (Xbox, Play Station, iPad)?",Deep Phenotyping Assessments
"('screen9_wknd_y', 'baseline_year_1_arm_1')_0.25","On a typical weekend day, how many hours do you: Play video games on a computer, console, phone or other device (Xbox, Play Station, iPad)?",Deep Phenotyping Assessments
"('screen9_wknd_y', 'baseline_year_1_arm_1')_0.5","On a typical weekend day, how many hours do you: Play video games on a computer, console, phone or other device (Xbox, Play Station, iPad)?",Deep Phenotyping Assessments
"('screen9_wknd_y', 'baseline_year_1_arm_1')_1.0","On a typical weekend day, how many hours do you: Play video games on a computer, console, phone or other device (Xbox, Play Station, iPad)?",Deep Phenotyping Assessments
"('screen9_wknd_y', 'baseline_year_1_arm_1')_2.0","On a typical weekend day, how many hours do you: Play video games on a computer, console, phone or other device (Xbox, Play Station, iPad)?",Deep Phenotyping Assessments
"('screen9_wknd_y', 'baseline_year_1_arm_1')_3.0","On a typical weekend day, how many hours do you: Play video games on a computer, console, phone or other device (Xbox, Play Station, iPad)?",Deep Phenotyping Assessments
"('screen9_wknd_y', 'baseline_year_1_arm_1')_4.0","On a typical weekend day, how many hours do you: Play video games on a computer, console, phone or other device (Xbox, Play Station, iPad)?",Deep Phenotyping Assessments
"('screen10_wknd_y', '1_year_follow_up_y_arm_1')_0.0","On a typical weekend day, how many hours do you: Text on a cell phone, tablet, or computer (GChat, Whatsapp, etc.)?",Deep Phenotyping Assessments
"('screen10_wknd_y', '1_year_follow_up_y_arm_1')_0.25","On a typical weekend day, how many hours do you: Text on a cell phone, tablet, or computer (GChat, Whatsapp, etc.)?",Deep Phenotyping Assessments
"('screen10_wknd_y', '1_year_follow_up_y_arm_1')_0.5","On a typical weekend day, how many hours do you: Text on a cell phone, tablet, or computer (GChat, Whatsapp, etc.)?",Deep Phenotyping Assessments
"('screen10_wknd_y', '1_year_follow_up_y_arm_1')_1.0","On a typical weekend day, how many hours do you: Text on a cell phone, tablet, or computer (GChat, Whatsapp, etc.)?",Deep Phenotyping Assessments
"('screen10_wknd_y', '1_year_follow_up_y_arm_1')_2.0","On a typical weekend day, how many hours do you: Text on a cell phone, tablet, or computer (GChat, Whatsapp, etc.)?",Deep Phenotyping Assessments
"('screen10_wknd_y', '1_year_follow_up_y_arm_1')_3.0","On a typical weekend day, how many hours do you: Text on a cell phone, tablet, or computer (GChat, Whatsapp, etc.)?",Deep Phenotyping Assessments
"('screen10_wknd_y', '1_year_follow_up_y_arm_1')_4.0","On a typical weekend day, how many hours do you: Text on a cell phone, tablet, or computer (GChat, Whatsapp, etc.)?",Deep Phenotyping Assessments
"('screen10_wknd_y', 'baseline_year_1_arm_1')_0.0","On a typical weekend day, how many hours do you: Text on a cell phone, tablet, or computer (GChat, Whatsapp, etc.)?",Deep Phenotyping Assessments
"('screen10_wknd_y', 'baseline_year_1_arm_1')_0.25","On a typical weekend day, how many hours do you: Text on a cell phone, tablet, or computer (GChat, Whatsapp, etc.)?",Deep Phenotyping Assessments
"('screen10_wknd_y', 'baseline_year_1_arm_1')_0.5","On a typical weekend day, how many hours do you: Text on a cell phone, tablet, or computer (GChat, Whatsapp, etc.)?",Deep Phenotyping Assessments
"('screen10_wknd_y', 'baseline_year_1_arm_1')_1.0","On a typical weekend day, how many hours do you: Text on a cell phone, tablet, or computer (GChat, Whatsapp, etc.)?",Deep Phenotyping Assessments
"('screen10_wknd_y', 'baseline_year_1_arm_1')_2.0","On a typical weekend day, how many hours do you: Text on a cell phone, tablet, or computer (GChat, Whatsapp, etc.)?",Deep Phenotyping Assessments
"('screen10_wknd_y', 'baseline_year_1_arm_1')_4.0","On a typical weekend day, how many hours do you: Text on a cell phone, tablet, or computer (GChat, Whatsapp, etc.)?",Deep Phenotyping Assessments
"('screen11_wknd_y', '1_year_follow_up_y_arm_1')_0.0","On a typical weekend day, how many hours do you: Visit social networking sites like Facebook, Twitter, Instagram, etc.?",Deep Phenotyping Assessments
"('screen11_wknd_y', '1_year_follow_up_y_arm_1')_0.25","On a typical weekend day, how many hours do you: Visit social networking sites like Facebook, Twitter, Instagram, etc.?",Deep Phenotyping Assessments
"('screen11_wknd_y', '1_year_follow_up_y_arm_1')_0.5","On a typical weekend day, how many hours do you: Visit social networking sites like Facebook, Twitter, Instagram, etc.?",Deep Phenotyping Assessments
"('screen11_wknd_y', '1_year_follow_up_y_arm_1')_1.0","On a typical weekend day, how many hours do you: Visit social networking sites like Facebook, Twitter, Instagram, etc.?",Deep Phenotyping Assessments
"('screen11_wknd_y', '1_year_follow_up_y_arm_1')_2.0","On a typical weekend day, how many hours do you: Visit social networking sites like Facebook, Twitter, Instagram, etc.?",Deep Phenotyping Assessments
"('screen11_wknd_y', '1_year_follow_up_y_arm_1')_3.0","On a typical weekend day, how many hours do you: Visit social networking sites like Facebook, Twitter, Instagram, etc.?",Deep Phenotyping Assessments
"('screen11_wknd_y', '1_year_follow_up_y_arm_1')_4.0","On a typical weekend day, how many hours do you: Visit social networking sites like Facebook, Twitter, Instagram, etc.?",Deep Phenotyping Assessments
"('screen11_wknd_y', 'baseline_year_1_arm_1')_0.0","On a typical weekend day, how many hours do you: Visit social networking sites like Facebook, Twitter, Instagram, etc.?",Deep Phenotyping Assessments
"('screen11_wknd_y', 'baseline_year_1_arm_1')_0.25","On a typical weekend day, how many hours do you: Visit social networking sites like Facebook, Twitter, Instagram, etc.?",Deep Phenotyping Assessments
"('screen11_wknd_y', 'baseline_year_1_arm_1')_0.5","On a typical weekend day, how many hours do you: Visit social networking sites like Facebook, Twitter, Instagram, etc.?",Deep Phenotyping Assessments
"('screen11_wknd_y', 'baseline_year_1_arm_1')_1.0","On a typical weekend day, how many hours do you: Visit social networking sites like Facebook, Twitter, Instagram, etc.?",Deep Phenotyping Assessments
"('screen11_wknd_y', 'baseline_year_1_arm_1')_4.0","On a typical weekend day, how many hours do you: Visit social networking sites like Facebook, Twitter, Instagram, etc.?",Deep Phenotyping Assessments
"('screen12_wknd_y', '1_year_follow_up_y_arm_1')_0.0","On a typical weekend day, how many hours do you: Video chat (Skype, Facetime, etc.)?",Deep Phenotyping Assessments
"('screen12_wknd_y', '1_year_follow_up_y_arm_1')_0.25","On a typical weekend day, how many hours do you: Video chat (Skype, Facetime, etc.)?",Deep Phenotyping Assessments
"('screen12_wknd_y', '1_year_follow_up_y_arm_1')_0.5","On a typical weekend day, how many hours do you: Video chat (Skype, Facetime, etc.)?",Deep Phenotyping Assessments
"('screen12_wknd_y', '1_year_follow_up_y_arm_1')_1.0","On a typical weekend day, how many hours do you: Video chat (Skype, Facetime, etc.)?",Deep Phenotyping Assessments
"('screen12_wknd_y', '1_year_follow_up_y_arm_1')_2.0","On a typical weekend day, how many hours do you: Video chat (Skype, Facetime, etc.)?",Deep Phenotyping Assessments
"('screen12_wknd_y', '1_year_follow_up_y_arm_1')_3.0","On a typical weekend day, how many hours do you: Video chat (Skype, Facetime, etc.)?",Deep Phenotyping Assessments
"('screen12_wknd_y', '1_year_follow_up_y_arm_1')_4.0","On a typical weekend day, how many hours do you: Video chat (Skype, Facetime, etc.)?",Deep Phenotyping Assessments
"('screen12_wknd_y', 'baseline_year_1_arm_1')_0.0","On a typical weekend day, how many hours do you: Video chat (Skype, Facetime, etc.)?",Deep Phenotyping Assessments
"('screen12_wknd_y', 'baseline_year_1_arm_1')_0.25","On a typical weekend day, how many hours do you: Video chat (Skype, Facetime, etc.)?",Deep Phenotyping Assessments
"('screen12_wknd_y', 'baseline_year_1_arm_1')_0.5","On a typical weekend day, how many hours do you: Video chat (Skype, Facetime, etc.)?",Deep Phenotyping Assessments
"('screen12_wknd_y', 'baseline_year_1_arm_1')_1.0","On a typical weekend day, how many hours do you: Video chat (Skype, Facetime, etc.)?",Deep Phenotyping Assessments
"('screen12_wknd_y', 'baseline_year_1_arm_1')_2.0","On a typical weekend day, how many hours do you: Video chat (Skype, Facetime, etc.)?",Deep Phenotyping Assessments
"('screen12_wknd_y', 'baseline_year_1_arm_1')_4.0","On a typical weekend day, how many hours do you: Video chat (Skype, Facetime, etc.)?",Deep Phenotyping Assessments
"('pr_select_language___1', '1_year_follow_up_y_arm_1')_0.0","¿Español? (1, Sí)",Substance Use
"('pr_select_language___1', '1_year_follow_up_y_arm_1')_1.0","¿Español? (1, Sí)",Substance Use
"('pr_select_language___1', 'baseline_year_1_arm_1')_0.0","¿Español? (1, Sí)",Substance Use
"('pr_select_language___1', 'baseline_year_1_arm_1')_1.0","¿Español? (1, Sí)",Substance Use
"('su_caff_ss_sum_nm', 'baseline_year_1_arm_1')_0.0",Sum of caff intake. Number of Missing Answers,Substance Use
"('su_caff_ss_sum_nm', 'baseline_year_1_arm_1')_5.0",Sum of caff intake. Number of Missing Answers,Substance Use
"('su_caff_ss_sum_l_nm', '1_year_follow_up_y_arm_1')_0.0",Sum of caff_intake,Substance Use
"('su_caff_ss_sum_l_nm', '1_year_follow_up_y_arm_1')_5.0",Sum of caff_intake,Substance Use
"('nihtbx_flanker_agecorrected', 'baseline_year_1_arm_1')_68.0",NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.0 Age-Corrected Standard Score,Cognitive Capacity
"('nihtbx_flanker_agecorrected', 'baseline_year_1_arm_1')_74.0",NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.0 Age-Corrected Standard Score,Cognitive Capacity
"('nihtbx_flanker_agecorrected', 'baseline_year_1_arm_1')_78.0",NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.0 Age-Corrected Standard Score,Cognitive Capacity
"('nihtbx_flanker_agecorrected', 'baseline_year_1_arm_1')_83.0",NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.0 Age-Corrected Standard Score,Cognitive Capacity
"('nihtbx_flanker_agecorrected', 'baseline_year_1_arm_1')_88.0",NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.0 Age-Corrected Standard Score,Cognitive Capacity
"('nihtbx_flanker_agecorrected', 'baseline_year_1_arm_1')_92.0",NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.0 Age-Corrected Standard Score,Cognitive Capacity
"('nihtbx_flanker_agecorrected', 'baseline_year_1_arm_1')_97.0",NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.0 Age-Corrected Standard Score,Cognitive Capacity
"('nihtbx_flanker_agecorrected', 'baseline_year_1_arm_1')_101.0",NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.0 Age-Corrected Standard Score,Cognitive Capacity
"('nihtbx_flanker_agecorrected', 'baseline_year_1_arm_1')_107.0",NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.0 Age-Corrected Standard Score,Cognitive Capacity
"('nihtbx_flanker_agecorrected', 'baseline_year_1_arm_1')_110.0",NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.0 Age-Corrected Standard Score,Cognitive Capacity
"('nihtbx_flanker_agecorrected', 'baseline_year_1_arm_1')_116.0",NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.0 Age-Corrected Standard Score,Cognitive Capacity
"('nihtbx_flanker_agecorrected', 'baseline_year_1_arm_1')_119.0",NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.0 Age-Corrected Standard Score,Cognitive Capacity
"('nihtbx_flanker_agecorrected', 'baseline_year_1_arm_1')_126.0",NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.0 Age-Corrected Standard Score,Cognitive Capacity
"('nihtbx_list_uncorrected', 'baseline_year_1_arm_1')_67.0",NIH Toolbox List Sorting Working Memory Test Age 7+ v2.0 Uncorrected Standard Score,Cognitive Capacity
"('nihtbx_list_uncorrected', 'baseline_year_1_arm_1')_74.0",NIH Toolbox List Sorting Working Memory Test Age 7+ v2.0 Uncorrected Standard Score,Cognitive Capacity
"('nihtbx_list_uncorrected', 'baseline_year_1_arm_1')_78.0",NIH Toolbox List Sorting Working Memory Test Age 7+ v2.0 Uncorrected Standard Score,Cognitive Capacity
"('nihtbx_list_uncorrected', 'baseline_year_1_arm_1')_82.0",NIH Toolbox List Sorting Working Memory Test Age 7+ v2.0 Uncorrected Standard Score,Cognitive Capacity
"('nihtbx_list_uncorrected', 'baseline_year_1_arm_1')_86.0",NIH Toolbox List Sorting Working Memory Test Age 7+ v2.0 Uncorrected Standard Score,Cognitive Capacity
"('nihtbx_list_uncorrected', 'baseline_year_1_arm_1')_90.0",NIH Toolbox List Sorting Working Memory Test Age 7+ v2.0 Uncorrected Standard Score,Cognitive Capacity
"('nihtbx_list_uncorrected', 'baseline_year_1_arm_1')_94.0",NIH Toolbox List Sorting Working Memory Test Age 7+ v2.0 Uncorrected Standard Score,Cognitive Capacity
"('nihtbx_list_uncorrected', 'baseline_year_1_arm_1')_97.0",NIH Toolbox List Sorting Working Memory Test Age 7+ v2.0 Uncorrected Standard Score,Cognitive Capacity
"('nihtbx_list_uncorrected', 'baseline_year_1_arm_1')_101.0",NIH Toolbox List Sorting Working Memory Test Age 7+ v2.0 Uncorrected Standard Score,Cognitive Capacity
"('nihtbx_list_uncorrected', 'baseline_year_1_arm_1')_105.0",NIH Toolbox List Sorting Working Memory Test Age 7+ v2.0 Uncorrected Standard Score,Cognitive Capacity
